SEQ_ARTICULO,ARTICULO,REF_ALTERNATIVA,SEQ_CLIPRO,GRUPO,FAMILIA,SUBFAMILIA,FABRICANTE,NOMBRE,NOMBRE_ABR,NOMBRE_PRO,TIPO_ALMACEN,TIPO_IVA,IMPORTACION,DTO_CIAL,FEC_ALTA,FEC_BAJA,FEC_BAJA_COM,COD_BARRA,COD_BCAJA,UDS_ENV,UDS_MINIMA,PESO_UNIDAD,PESO_CAJA,UNID_PALET,PESO_PALET,FORMATO,ATR1_FORMATO,ATR2_FORMATO,ATR3_FORMATO,ATR4_FORMATO,ATR5_FORMATO,ATR6_FORMATO,CLAVE_DTO,DTO_FIJO,STOCK,MARGEN,CTA_VENTAS,CTA_COMPRAS,OBSER,SEQ_MARGEN,UNID_MEDIDA,NUM_PLANO,COD_CATEGORIA,GRUPED,ART_RAPEL,GRUPOFAB,STOCKPROV,UGV,SUBIDA,IMAGEN,NWPROD,LOTE,MP CAMISA,MP VASTAGO,MP VARILLAS,MP CABEZA PISTON,MP TAPA TRASERA,MP TAPA GUIA,DIM CAMISA,DIM VASTAGO,DIM VARILLAS,DIM CABEZA PISTON,DIM TAPA TRASERA,DIM TAPA GUIA,ALTA TEMPERATURA,AMORTIGUACION,CARRERA,DIAMETRO,AMARRE 0,AMARRE 1,EXTRA 1,AMARRE 2,EXTRA 2,AMARRE 3,AMARRE 4,AMARRE 5,EXTRA 3,AMARRE 6,EXTRA 4,EXTRA 5,EXTRA 6,EXTRA 7,EXTRA 8,EXTRA 9,AMARRE 7,AMARRE 8,AMARRE 9,KIT,AMARRE 10
202414,2010AA00P767,2010AA00P767,,5,140,,,CIL 2010AA00P767,CIL 2010AA00P767,,1,2,,,23/06/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,F-2111,MP,ACERO,ACERO,300,40,10,1,6000,11400,0,1,970.0,100.0,ESCUADRA,CONTRATUERCA,,,,,,,,,,,,,,,,,,,
202433,7010A150P773,7010A150P773,,5,140,,,CIL 7010A150P773,CIL 7010A150P773,,1,2,,,24/06/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ALUMINIO,ACERO,F-2111,COMPRADO,MP,MP,100,25,10,1,1,1,0,0,150.0,100.0,CONTRATUERCA,ZUNCHO,VARILLA,,,,,,,,,,,,,,,,,,
202437,2012A200P772,2012A200P772,,5,140,,,CIL 2012A200P772,CIL 2012A200P772,,1,2,,,24/06/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,F-2111,MP,MP,MP,375,30,12,1,1,1,0,0,200.0,125.0,ROTULA,SOPORTE,,CONTRATUERCA,,,,,,,,,,,,,,,,,
202438,2010A170P769,2010A170P769,,5,140,,,CIL 2010A170P769,CIL 2010A170P769,,1,2,,,24/06/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,F-2111,MP,MP,MP,300,30,10,1,1,1,0,0,170.0,100.0,CONTRATUERCA,ARTICULACION HEMBRA,,HORQUILLA,,ARTICULACION MACHO,BULON,SOPORTE,,BULON,,,,,,,,,,,
202462,7010A505P774,7010A505P774,,5,140,,,CIL 7010A505P774,CIL 7010A505P774,,1,2,,,28/06/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ALUMINIO,ACERO,F-2111,COMPRADO,MP,MP,100,32,10,1,1,1,0,1,505.0,100.0,CONTRATUERCA,ROTULA,VARILLA,,,,,,,,,,,,,,,,,,
202469,7008A650P775,7008A650P775,,5,140,,,CIL 7008A650P775,CIL 7008A650P775,,1,2,,,28/06/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,F-2111,MP,ACERO,ACERO,240,25,10,1,5500,850000,1,1,650.0,80.0,CONTRATUERCA,BRIDA,PISTON,,VARILLA,,,,,,,,,,,,,,,,
202495,7025N410P776,7025N410P776,,5,140,,,CIL 7025N410P776,CIL 7025N410P776,,1,2,,,30/06/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ALUMINIO,ACERO,COMPRADO,MP,MP,MP,250,50,,1,1,1,0,0,410.0,250.0,CONTRATUERCA,,VARILLA,,,,,,,,,,,,,,,,,,
202520,ES15N400P693,ES15N400P693,,5,140,,,CIL ES15N400P693,CIL ES15N400P693,,1,2,,,02/07/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ALUMINIO,INOX,INOX,MP,MP,MP,750,40,14,1,1,1,1,0,400.0,150.0,CONTRATUERCA,,,,,,,,,,,,,,,,,,,,
202521,2010A100P780,2010A100P780,,5,140,,,CIL 2010A100P780,CIL 2010A100P780,,1,2,,,05/07/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,F-2111,MP,MP,MP,300,30,10,1,1,1,0,0,100.0,100.0,ZUNCHO,,,,,,,,,,,,,,,,,,,,
202525,2006A050P779,2006A050P779,,5,140,,,CIL 2006A050P779,CIL 2006A050P779,,1,2,,,05/07/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,INOX,F-2111,ALUMINIO,NO,NO,63,22,8,1,NO,NO,0,1,50.0,63.0,CONTRATUERCA,,,,,,,,,,,,,,,,,,,,
202529,7025A400P777,70250A0400P777,,5,140,,,CIL 70250A0400P777,CIL 70250A0400P777,,1,2,,,05/07/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ALUMINIO,INOX,F-2111,MP,MP,MP,250,50,20,1,1,1,1,1,400.0,250.0,CONTRATUERCA,ZUNCHO,VARILLA,HORQUILLA,VARILLA,,,,,,,,,,,,,,,,
202532,ES08N187P778,ES08N187P778,,5,140,,,CIL ES08N187P778,CIL ES08N187P778,,1,2,,,06/07/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,CROMADO,F-2111,ACERO,NO,ACERO,240,35,10,2975,NO,250000,0,0,187.0,80.0,,,,,,,,,,,,,,,,,,,,,
202591,7012A100P781,7012A100P781,,5,140,,,CIL 7012A100P781,CIL 7012A100P781,,1,2,,,09/07/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ALUMINIO,INOX,COMPRADO,MP,NO,NO,16500,32,,1,NO,NO,0,1,100.0,125.0,CONTRATUERCA,HORQUILLA,,,,,,,,,,,,,,,,,,,
202603,2012A300P783,2012A300P783,,5,140,,,CIL 2012A300P783,CIL 2012A300P783,,1,2,,,14/07/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,F-2111,MP,MP,MP,375,30,12,1,1,1,0,0,300.0,125.0,,,,,,,,,,,,,,,,,,,,,
202625,2002A065P784,2002A065P784,,5,140,,,CIL 2002A065P784,CIL 2002A065P784,,1,2,,,19/07/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,INOX,COMPRADO,ALUMINIO,COMPRADO,COMPRADO,25,12,,1,,,0,1,65.0,25.0,CONTRATUERCA,,,,,,,,,,,,,,,,,,,,
202639,2006AB50P755,2006AB50P755,,5,140,,,CIL 2006AB50P755,CIL 2006AB50P755,,1,2,,,20/07/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,F-2111,ALUMINIO,NO,MP,63,22,8,1,NO,1,0,1,1109.0,63.0,CONTRATUERCA,ESCUADRA,TAPA GUIA,,,,,,,,,,,,,,,,,,
202643,2006A800P750,2006A800P750,,5,140,,,CIL 2006A800P750,CIL 2006A800P750,,1,2,,,20/07/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,F-2111,ALUMINIO,NO,MP,63,22,8,1,NO,1,0,1,800.0,63.0,ESCUADRA,CONTRATUERCA,TAPA GUIA,,,,,,,,,,,,,,,,,,
202645,2006A700P751,2006A700P751,,5,140,,,CIL 2006A700P751,CIL 2006A700P751,,1,2,,,21/07/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,F-2111,ALUMINIO,NO,MP,63,22,8,1,NO,1,0,1,700.0,63.0,ESCUADRA,CONTRATUERCA,TAPA GUIA,,,,,,,,,,,,,,,,,,
202650,2006AA00P744,2006AA00P744,,5,140,,,CIL 2006AA00P744,CIL 2006AA00P744,,1,2,,,21/07/1999 0:00,,,,,1.0,1.0,,,,,,,,,,,,,,S,,,,"Cilindro Doble Vástago, Tapa Guía esp. (modif. para Escuadras), Tirante esp. (más largo), Escuadra acero (pie largo)",,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,F-2111,ALUMINIO,NO,MP,63,22,8,1,NO,1,0,1,959.0,63.0,CONTRATUERCA,ESCUADRA,TAPA GUIA,,,,,,,,,,,,,,,,,,
202651,2006A900P757,2006A900P757,,5,140,,,CIL 2006A900P757,CIL 2006A900P757,,1,2,,,21/07/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,F-2111,ALUMINIO,NO,MP,63,22,8,1,NO,1,0,1,900.0,63.0,CONTRATUERCA,ESCUADRA,TAPA GUIA,,,,,,,,,,,,,,,,,,
202653,2006AB00P756,2006AB00P756,,5,140,,,CIL 2006AB00P756,CIL 2006AB00P756,,1,2,,,21/07/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,NO,ALUMINIO,NO,MP,63,22,NO,1,NO,1,0,1,1059.0,63.0,ESCUADRA,CONTRATUERCA,TAPA GUIA,,,,,,,,,,,,,,,,,,
202655,2006AC00P754,2006AC00P754,,5,140,,,CIL 2006AC00P754,CIL 2006AC00P754,,1,2,,,21/07/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,F-2111,ALUMINIO,NO,MP,63,22,8,1,NO,1,0,1,1159.0,63.0,CONTRATUERCA,ESCUADRA,TAPA GUIA,,,,,,,,,,,,,,,,,,
202657,2006AC50P753,2006AC50P753,,5,140,,,CIL 2006AC50P753,CIL 2006AC50P753,,1,2,,,21/07/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,F-2111,ALUMINIO,NO,MP,63,22,8,1,NO,1,0,1,1208.0,63.0,ESCUADRA,CONTRATUERCA,TAPA GUIA,,,,,,,,,,,,,,,,,,
202659,2006AD00P759,2006AD00P759,,5,140,,,CIL 2006AD00P759,CIL 2006AD00P759,,1,2,,,21/07/1999 0:00,,,,,1.0,1.0,,,,,,,,,,,,,,S,,,,"Doble Vástago, Tapa Guía modif. (librar escuadra), Escuadra Larga esp. (agujeros pie roscados M12)",,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,F-2111,ALUMINIO,NO,MP,63,22,8,1,NO,1,0,1,1259.0,63.0,CONTRATUERCA,ESCUADRA,TAPA GUIA,,,,,,,,,,,,,,,,,,
202661,2006AE00P752,20063A1400P752,,5,140,,,CIL 20063A1400P752,CIL 20063A1400P752,,1,2,,,21/07/1999 0:00,,,,,1.0,1.0,,,,,,,,,,,,,,S,,,,"Cilindro Doble Vástago, Tapa Guía esp. (adap. Escuadra), Escuadra esp. (pie roscado M12)",,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,F-2111,ALUMINIO,NO,MP,63,22,8,1,NO,1,0,1,1359.0,63.0,CONTRATUERCA,ESCUADRA,TAPA GUIA,,,,,,,,,,,,,,,,,,
202663,2006AF00P758,2006AF00P758,,5,140,,,CIL 2006AF00P758,CIL 2006AF00P758,,1,2,,,21/07/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,F-2111,ALUMINIO,NO,MP,63,22,8,1,NO,1,0,1,1459.0,63.0,CONTRATUERCA,ESCUADRA,TAPA GUIA,,,,,,,,,,,,,,,,,,
202680,7003A050P785,7003A050P785,,5,140,,,CIL 7003A050P785,CIL 7003A050P785,,1,2,,,27/07/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ALUMINIO,INOX,F-2111,NO,ACERO,ACERO,64,12,6,NO,2250,3000,0,1,50.0,32.0,CONTRATUERCA,,,,,,,,,,,,,,,,,,,,
202688,ES40N200P786,ES40N200P786,,5,140,,,CIL ES40N200P786,CIL ES40N200P786,,1,2,,,28/07/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,COMPRADO,COMPRADO,COMPRADO,COMPRADO,COMPRADO,COMPRADO,,,,,,,0,0,200.0,,,,VARILLA,,,,,,,,,,,,,,,,,,
202733,7005A190P084,7005A190P084,,5,140,,,CIL 7005A190P084,CIL 7005A190P084,,1,2,,,03/08/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ALUMINIO,ACERO,F-2111,COMPRADO,MP,MP,2700,20,8,,1,1,0,1,190.0,50.0,CONTRATUERCA,,VARILLA,,,,,,,,,,,,,,,,,,
202777,7016A250P790,7016A250P790,,5,140,,,CIL 7016A250P790,CIL 7016A250P790,,1,2,,,01/09/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ALUMINIO,ACERO,COMPRADO,MP,MP,MP,160,40,,1,1,1,0,0,250.0,160.0,CONTRATUERCA,SOPORTE,VARILLA,ROTULA,,,,,,,,,,,,,,,,,
202781,ES10A125P743,ES10A125P743,,5,140,,,CIL ES10A125P743,CIL ES10A125P743,,1,2,,,01/09/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,F-2111,ACERO,ACERO,ACERO,300,30,10,4725,720000,1224000,0,1,125.0,100.0,BULON,CONTRATUERCA,,SOPORTE,,HORQUILLA,,,,,,,,,,,,,,,
202821,7008A640P791,7008A640P791,,5,140,,,CIL 7008A640P791,CIL 7008A640P791,,1,2,,,06/09/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ALUMINIO,ACERO,F-2111,MP,MP,MP,80,25,10,1,1,1,0,1,640.0,80.0,HORQUILLA,CONTRATUERCA,PISTON,ESCUADRA,VARILLA,,,,,,,,,,,,,,,,
202822,2010A075P792,2010A075P792,,5,140,,,CIL 2010A075P792,CIL 2010A075P792,,1,2,,,07/09/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,F-2111,MP,MP,MP,300,30,10,1,1,1,0,0,75.0,100.0,CONTRATUERCA,HORQUILLA,,ARTICULACION HEMBRA,,BULON,BULON,,,,,,,,,,,,,,
202831,ES10A150P363,ES10A150P363,,5,140,,,CIL ES10A150P363 (FE/BD-100/150),CIL ES10A150P363 (FE,,1,2,,,07/09/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,F-2111,NO,ACERO,ACERO,300,32,10,NO,529000,859625,1,1,150.0,100.0,SOPORTE,BRIDA,,,,,,,,,,,,,,,,,,,
202878,2016A685P794,2016A685P794,,5,140,,,CIL 2016A685P794,CIL 2016A685P794,,1,2,,,08/09/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,F-2111,MP,MP,MP,640,40,16,1,1,1,0,0,685.0,160.0,CONTRATUERCA,,,,,,,,,,,,,,,,,,,,
202885,2006A050P788,2006A050P788,,5,140,,,CIL 2006A050P788,CIL 2006A050P788,,1,2,,,09/09/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,NO,INOX,NO,ALUMINIO,NO,COMPRADO,NO,22,NO,1,NO,,0,1,50.0,,CONTRATUERCA,,,,,,,,,,,,,,,,,,,,
202891,2010A300P796,2010A300P796,,5,140,,,CIL 2010A300P796,CIL 2010A300P796,,1,2,,,09/09/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,F-2111,MP,MP,MP,300,30,10,1,1,1,0,0,300.0,100.0,CONTRATUERCA,,,,,,,,,,,,,,,,,,,,
202903,2002A025P793,2002A025P793,,5,140,,,CIL 2002A025P793,CIL 2002A025P793,,1,2,,,13/09/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ALUMINIO,ACERO,F-2111,COMPRADO,MP,MP,25,12,6,,1,1,0,0,25.0,25.0,ESCUADRA,DETECTOR,,CONTRATUERCA,,,,,,,,,,,,,,,,,
202914,ES10N550P798,ES10N550P798,,5,140,,,CIL ES10N550P798,CIL ES10N550P798,,1,2,,,14/09/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,F-2111,ACERO,ACERO,ACERO,500,25,10,4200,1152000,1,1,0,550.0,100.0,CONTRATUERCA,,,,,,,,,,,,,,,,,,,,
202916,2012A150P800,2012A150P800,,5,140,,,CIL 2012A150P800,CIL 2012A150P800,,1,2,,,14/09/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,F-2111,MP,MP,MP,375,30,12,1,1,1,0,0,150.0,125.0,ARTICULACION HEMBRA,HORQUILLA,,BULON,,BULON,CONTRATUERCA,,,,,,,,,,,,,,
213269,2030N100P432,2030N100P432,,5,140,,,CIL 2030N100P432,CIL 2030N100P432,,1,2,,,18/10/1996 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,PERFORADA,ACERO,NO,MP,MP,ACERO,94608,60,NO,1,1,1,0,0,100.0,300.0,CONTRATUERCA,,,,,,,,,,,,,,,,,,,,
213295,2010A220P433,2010A220P433,,5,140,,,CIL 2010A220P433,CIL 2010A220P433,,1,2,,,22/10/1996 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,ACERO,ACERO,F-2111,MP,MP,MP,300,30,10,1,1,1,0,0,220.0,100.0,CONTRATUERCA,,,,,,,,,,,,,,,,,,,,
213308,2010AR00P848,2010AR00P848,,5,140,,,CIL 2010AR00P848,CIL 2010AR00P848,,1,2,,,24/10/1996 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,ACERO,ACERO,F-2111,MP,MP,NO,300,40,10,1,1,NO,0,0,2470.0,100.0,ZUNCHO,HORQUILLA,VARILLA,CONTRATUERCA,,,,,,,,,,,,,,,,,
213318,2006A500P434,2006A500P434,,5,140,,,CIL 2006A500P434,CIL 2006A500P434,,1,2,,,29/10/1996 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,ACERO,ACERO,F-2111,ALUMINIO,MP,MP,63,22,8,1,1,1,0,0,500.0,63.0,CONTRATUERCA,,,,,,,,,,,,,,,,,,,,
213637,7010N300P439,7010N300P439,,5,140,,,CIL 7010N300P439,CIL 7010N300P439,,1,2,,,19/11/1996 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,ALUMINIO,ACERO,F-2111,COMPRADO,MP,MP,100,25,10,1,1,1,0,1,300.0,100.0,CONTRATUERCA,,VARILLA,,,,,,,,,,,,,,,,,,
214149,ES12N365P799,ES12N365P799,,5,140,,,CIL ES12N365P799,CIL ES12N365P799,,1,2,,,15/09/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,F-2111,MP,MP,ACERO,375,40,12,1,1,2475000,0,0,365.0,125.0,CONTRATUERCA,ROTULA,,ROTULA,,,,,,,,,,,,,,,,,
214200,2004A130P801,2004A130P801,,5,140,,,CIL 2004A130P801,CIL 2004A130P801,,1,2,,,24/09/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,F-2111,ALUMINIO,MP,MP,80,18,6,40,1,1,0,1,130.0,40.0,HORQUILLA,BULON,,CONTRATUERCA,,,,,,,,,,,,,,,,,
214211,ES20A230P802,ES20A230P802,,5,140,,,CIL ES20A230P802,CIL ES20A230P802,,1,2,,,24/09/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,F-2111,ACERO,ACERO,ACERO,1000,60,16,12300,5746000,5746000,0,1,230.0,200.0,SOPORTE,,,,,,,,,,,,,,,,,,,,
214245,ES04N015P803,ES04N015P803,,5,140,,,CIL ES04N015P803,CIL ES04N015P803,,1,2,,,01/10/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,NO,COMPRADO,ALUMINIO,ALUMINIO,80,25,NO,,1900,2000,0,0,15.0,40.0,,,,,,,,,,,,,,,,,,,,,
214257,2020A415P804,2020A415P804,,5,140,,,CIL 2020A415P804,CIL 2020A415P804,,1,2,,,06/10/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,F-2111,MP,MP,MP,1000,60,16,1,1,1,0,1,415.0,200.0,ARTICULACION HEMBRA,ARTICULACION MACHO,,ROTULA,,BULON,FUELLE,SOPORTE,,SOPORTE,,,,,,,FUELLE,CONTRATUERCA,FUELLE,,
214265,7008AG50P807,7008AG50P807,,5,140,,,CIL 7008AG50P807,CIL 7008AG50P807,,1,2,,,06/10/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ALUMINIO,INOX,INOX,MP,MP,MP,80,25,10,1,1,1,0,1,605.0,80.0,CONTRATUERCA,,PISTON,,VARILLA,,,,,,,,,,,,,,,,
214269,2008A400P808,2008A400P808,,5,140,,,CIL 2008A400P808,CIL 2008A400P808,,1,2,,,06/10/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ALUMINIO,ACERO,F-2111,MP,MP,MP,80,40,10,1,1,1,0,0,400.0,80.0,FUELLE,SOPORTE,,FUELLE,,CONTRATUERCA,HORQUILLA,,,,,,,,,,,,,,
214272,2030N275P810,2030N275P810,,5,140,,,CIL 2030N275P810,CIL 2030N275P810,,1,2,,,13/10/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,PERFORADA,ACERO,NO,MP,MP,MP,94608,60,NO,1,1,1,0,0,275.0,300.0,CONTRATUERCA,,,,,,,,,,,,,,,,,,,,
214276,2025N350P809,2025N350P809,,5,140,,,CIL 2025N350P809,CIL 2025N350P809,,1,2,,,13/10/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,PERFORADA,ACERO,COMPRADO,MP,MP,MP,66308,60,,1,1,1,0,0,350.0,250.0,HORQUILLA,,,,,,,,,,,,,,,,,,,,
214307,2030A080P811,2030A080P811,,5,140,,,CIL 2030A080P811,CIL 2030A080P811,,1,2,,,25/10/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,PERFORADA,INOX,NO,ACERO,MP,MP,94608,60,NO,310,1,1,0,0,80.0,300.0,CONTRATUERCA,ARTICULACION HEMBRA,,,,,,,,,,,,,,,,,,,
214310,2030A150P812,2030A150P812,,5,140,,,CIL 2030A150P812,CIL 2030A150P812,,1,2,,,25/10/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,PERFORADA,INOX,COMPRADO,ACERO,MP,MP,94608,60,,310,1,1,0,0,150.0,300.0,CONTRATUERCA,ARTICULACION HEMBRA,,,,,,,,,,,,,,,,,,,
214336,7012A200P813,7012A200P813,,5,140,,,CIL 7012A200P813,CIL 7012A200P813,,1,2,,,28/10/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ALUMINIO,INOX,F-2111,COMPRADO,MP,MP,16500,32,12,1,1,1,1,1,200.0,125.0,CONTRATUERCA,HORQUILLA,VARILLA,ZUNCHO,VARILLA,,,,,,,,,,,,,,,,
214345,7008A250P814,7008A250P814,,5,140,,,CIL 7008A250P814,CIL 7008A250P814,,1,2,,,02/11/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ALUMINIO,ACERO,F-2111,MP,MP,MP,80,25,10,1,1,1,0,1,250.0,80.0,,,PISTON,,VARILLA,,,,,,,,,,,,,,,,
214507,2008A118P815,2008A118P815,,5,140,,,CIL 2008A118P815,CIL 2008A118P815,,1,2,,,17/11/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,F-2111,MP,MP,MP,240,22,10,1,1,1,0,0,118.0,80.0,ARTICULACION MACHO,CONTRATUERCA,,,,,,,,,,,,,,,,,,,
214508,2016A540P821,2016A540P821,,5,140,,,CIL 2016A540P821,CIL 2016A540P821,,1,2,,,13/12/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,F-2111,MP,MP,MP,640,40,16,1,1,1,0,0,540.0,160.0,CONTRATUERCA,,,,,,,,,,,,,,,,,,,,
214564,7008A150P816,7008A150P816,,5,140,,,CIL 7008A150P816,CIL 7008A150P816,,1,2,,,22/11/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ALUMINIO,ACERO,F-2111,MP,MP,MP,80,25,10,1,1,1,0,1,150.0,80.0,CONTRATUERCA,SOPORTE,PISTON,ROTULA,VARILLA,,,,,,,,,,,,,,,,
214565,7008A320P817,7008A320P817,,5,140,,,CIL 7008A320P817,CIL 7008A320P817,,1,2,,,24/11/1999 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ALUMINIO,ACERO,F-2111,MP,MP,MP,80,25,10,1,1,1,0,1,320.0,80.0,CONTRATUERCA,ZUNCHO,PISTON,,VARILLA,,,,VARILLA,,,,,,,,,,,,
