SEQ_ARTICULO,ARTICULO,REF_ALTERNATIVA,SEQ_CLIPRO,GRUPO,FAMILIA,SUBFAMILIA,FABRICANTE,NOMBRE,NOMBRE_ABR,NOMBRE_PRO,TIPO_ALMACEN,TIPO_IVA,IMPORTACION,DTO_CIAL,FEC_ALTA,FEC_BAJA,FEC_BAJA_COM,COD_BARRA,COD_BCAJA,UDS_ENV,UDS_MINIMA,PESO_UNIDAD,PESO_CAJA,UNID_PALET,PESO_PALET,FORMATO,ATR1_FORMATO,ATR2_FORMATO,ATR3_FORMATO,ATR4_FORMATO,ATR5_FORMATO,ATR6_FORMATO,CLAVE_DTO,DTO_FIJO,STOCK,MARGEN,CTA_VENTAS,CTA_COMPRAS,OBSER,SEQ_MARGEN,UNID_MEDIDA,NUM_PLANO,COD_CATEGORIA,GRUPED,ART_RAPEL,GRUPOFAB,STOCKPROV,UGV,SUBIDA,IMAGEN,NWPROD,LOTE,MP CAMISA,MP VASTAGO,MP VARILLAS,MP CABEZA PISTON,MP TAPA TRASERA,MP TAPA GUIA,DIM CAMISA,DIM VASTAGO,DIM VARILLAS,DIM CABEZA PISTON,DIM TAPA TRASERA,DIM TAPA GUIA,ALTA TEMPERATURA,AMORTIGUACION,CARRERA,DIAMETRO,AMARRE 0,AMARRE 1,EXTRA 1,AMARRE 2,EXTRA 2,AMARRE 3,AMARRE 4,AMARRE 5,EXTRA 3,AMARRE 6,EXTRA 4,EXTRA 5,EXTRA 6,EXTRA 7,EXTRA 8,EXTRA 9,AMARRE 7,AMARRE 8,AMARRE 9,KIT,AMARRE 10
222903,20250A0075P663,20250A0075P663,,5,140,,,CILINDRO 20250A0075P663,CILINDRO 20250A0075P,,1,2,,,05/04/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,PERFORADA,ACERO,F-2111,ACERO,MP,MP,66308,60,20,250,1,1,0,0,75.0,250.0,BRIDA,CONTRATUERCA,,,,,,,,,,,,,,,,,,,
222904,20160A0125P641,20160A0125P641,,5,140,,,CILINDRO 20160A0125P641,CILINDRO 20160A0125P,,1,2,,,06/04/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ACERO,ACERO,F-2111,ACERO,ACERO,ACERO,640,40,16,7920,1882375,1882375,1,1,125.0,160.0,ARTICULACION HEMBRA,,,,,,,,,,,,,,,,,,,,
223172,ES200A0350P660,ES200A0350P660,,5,139,,,CIL ES200A0350P660,CIL ES200A0350P660,,1,2,,,19/04/2004 0:00,16/10/2006 0:00,16/10/2006 0:00,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,2.0,,,,,ALUMINIO,ACERO,F-2111,MP,MP,ACERO,42000,70,16,1,1,3543750,1,1,350.0,200.0,SOPORTE,BRIDA,VARILLA,,,,,,,,,,,,,,,,,,
223196,ES040N0030P648,ES040N0030P648,,5,140,,,CILINDRO ES040N0030P648,CILINDRO ES040N0030P,,1,2,,,21/04/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,NO,ACERO,NO,NO,NO,NO,NO,16,NO,NO,NO,NO,0,0,30.0,,,,,,,,,,,,,,,,,,,,,,
223448,70125A1500P667,70125A1500P667,,5,140,,,CILINDRO 70125A1500P667,CILINDRO 70125A1500P,,1,2,,,29/04/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ALUMINIO,CROMADO,F-2111,COMPRADO,MP,ACERO,16500,40,12,125,1,1,0,0,1500.0,125.0,CONTRATUERCA,ESCUADRA,VARILLA,HORQUILLA,,,,,,,,,,,,,,,,,
223470,75100A0450P673,75100A0450P673,,5,140,,,CILINDRO 75100A0450P673,CILINDRO 75100A0450P,,1,2,,,10/05/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ALUMINIO,ACERO,NO,MP,MP,MP,300,25,NO,1,1,1,0,0,450.0,100.0,CONTRATUERCA,BLOQUEO,,GUIADO,,GUIADO,,,,,,,,,,,,,,,
223475,70200A0170P668,70200A0170P668,,5,140,,,CILINDRO 70200A0170P668,CILINDRO 70200A0170P,,1,2,,,12/05/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ALUMINIO,ACERO,F-2111,MP,MP,MP,42000,50,16,1,1,1,0,1,170.0,200.0,CONTRATUERCA,ROTULA,VARILLA,ROTULA,,,,,,,,,,,,,,,,,
223488,70100A0050P680,70100A0050P680,,5,140,,,CILINDRO 70100A0050P680,CILINDRO 70100A0050P,,1,2,,,13/05/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ACERO,ACERO,F-2111,COMPRADO,MP,MP,300,25,10,1,1,1,0,0,50.0,100.0,CONTRATUERCA,ZUNCHO,VARILLA,ROTULA,,,,,,,,,,,,,,,,,
223489,70100N0050P680,70100N0050P680,,5,140,,,CILINDRO 70100N0050P680,CILINDRO 70100N0050P,,1,2,,,13/05/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ACERO,ACERO,F-2111,COMPRADO,MP,MP,300,25,10,1,1,1,0,1,50.0,100.0,CONTRATUERCA,ZUNCHO,VARILLA,ROTULA,,,,,,,,,,,,,,,,,
223490,70080A0200P682,70080A0200P682,,5,140,,,CILINDRO 70080A0200P682,CILINDRO 70080A0200P,,1,2,,,13/05/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ACERO,ACERO,COMPRADO,MP,NO,ACERO,240,25,10,80,NO,1,0,0,200.0,80.0,CONTRATUERCA,SOPORTE,VARILLA,HORQUILLA,,,,,,,,,,,,,,,,,
223502,70125A0080P681,70125A0080P681,,5,140,,,CILINDRO 70125A0080P681,CILINDRO 70125A0080P,,1,2,,,14/05/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ALUMINIO,ACERO,F-2111,COMPRADO,MP,MP,16500,32,12,1,1,1,0,0,80.0,125.0,CONTRATUERCA,HORQUILLA,VARILLA,,,,,,,,,,,,,,,,,,
223504,70080A0285P669,70080A0285P669,,5,140,,,CILINDRO 70080A0285P669,CILINDRO 70080A0285P,,1,2,,,14/05/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ALUMINIO,ACERO,F-2111,COMPRADO,COMPRADO,ACERO,80,25,10,3080,,850000,0,1,285.0,80.0,CONTRATUERCA,ROTULA,,ROTULA,,,,,,,,,,,,,,,,,
223519,78032A0015P674,78032A0015P674,,5,140,,,CILINDRO 78032A0015P674,CILINDRO 78032A0015P,,1,2,,,17/05/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ALUMINIO,ACERO,F-2111,NO,NO,NO,64,12,6,NO,NO,NO,0,0,15.0,32.0,HORQUILLA,ZUNCHO,,SOPORTE,,,,,,,,,,,,,,,,1.0,
223521,78080A0170P675,78080A0170P675,,5,140,,,CILINDRO 78080A0170P675,CILINDRO 78080A0170P,,1,2,,,17/05/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ALUMINIO,ACERO,F-2111,NO,NO,NO,80,25,10,NO,NO,NO,0,0,170.0,80.0,SOPORTE,SOPORTE,,ROTULA,,ROTULA,,,,,,,,,,,,,,1.0,
223536,78040A0025P676,78040A0025P676,,5,140,,,CILINDRO 78040A0025P676,CILINDRO 78040A0025P,,1,2,,,17/05/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ALUMINIO,ACERO,F-2111,NO,NO,NO,80,16,6,NO,NO,NO,0,0,25.0,40.0,SOPORTE,HORQUILLA,,,,,,,,,,,,,,,,,,1.0,
223543,78032A035P677,78032A0035P677,,5,140,,,CILINDRO 78032A0035P677,CILINDRO 78032A0035P,,1,2,,,18/05/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ALUMINIO,ACERO,F-2111,NO,NO,NO,64,12,6,NO,NO,NO,0,0,35.0,32.0,SOPORTE,SOPORTE,,HORQUILLA,,,,,,,,,,,,,,,,1.0,
223553,20250A0600P662,20250A0600P662,,5,140,,,CILINDRO 20250A0600P662,CILINDRO 20250A0600P,,1,2,,,18/05/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,PERFORADA,ACERO,F-2111,ACERO,ACERO,ACERO,66308,60,20,25500,5671875,9831250,1,1,600.0,250.0,CONTRATUERCA,ROTULA,,ROTULA,,,,,,,,,,,,,,,,,
223560,83020A0035P678,83020A0035P678,,5,140,,,CILINDRO 83020A0035P678,CILINDRO 83020A0035P,,1,2,,,18/05/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0,35.0,,ARTICULACION HEMBRA,ROTULA,,,,,,,,,,,,,,,,,,,
223597,78063A1400P686,78063A1400P686,,5,140,,,CILINDRO 78063A1400P686,CILINDRO 78063A1400P,,1,2,,,28/05/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ALUMINIO,ACERO,F-2111,NO,NO,NO,126,20,8,NO,NO,NO,0,0,1400.0,63.0,,,,,,,,,,,,,,,,,,,,1.0,
223600,78063A1200P688,78063A1200P688,,5,140,,,CILINDRO 78063A1200P688,CILINDRO 78063A1200P,,1,2,,,31/05/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ALUMINIO,ACERO,F-2111,NO,NO,NO,126,20,8,NO,NO,NO,0,0,1200.0,63.0,,,,,,,,,,,,,,,,,,,,1.0,
223609,ES160N150P657,ES160N150P657,,5,140,,,CILINDRO ES160N150P657,CILINDRO ES160N150P6,,1,2,,,31/05/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,COMPRADO,ACERO,NO,ACERO,NO,ACERO,,40,NO,640,NO,7650,0,0,150.0,,HORQUILLA,,,,,,,,,,,,,,,,,,,,
223646,20080A0050P639,20080A0050P639,,5,140,,,CILINDRO 20080A0050P639,CILINDRO 20080A0050P,,1,2,,,07/06/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ACERO,ACERO,F-2111,MP,MP,MP,240,22,10,1,1,1,0,0,50.0,80.0,CONTRATUERCA,BRIDA,,,,,,,,,,,,,,,,,,,
223671,80063A0100P689,80063A0100P689,,5,140,,,CILINDRO 80063A0100P689,CILINDRO 80063A0100P,,1,2,,,16/06/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ALUMINIO,ACERO,COMPRADO,NO,NO,NO,126,20,1,NO,NO,NO,0,0,100.0,63.0,CONTRATUERCA,ZUNCHO,VARILLA,SOPORTE,,HORQUILLA,,,,,,,,,,,,,,1.0,
223732,70320A1500P692,70320A1500P692,,5,140,,,CILINDRO 70320A1500P692,CILINDRO 70320A1500P,,1,2,,,05/07/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ALUMINIO,ACERO,F-2111,MP,MP,ACERO,2560,75,24,1,1,9800000,1,1,1500.0,320.0,CONTRATUERCA,SOPORTE,,,,,,,,,,,,,,,,,,,
223782,30160A0150P694,30160A0150P694,,5,140,,,CILINDRO 30160A0150P694,CILINDRO 30160A0150P,,1,2,,,09/07/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,10,,1.0,N,1.0,,,,,ACERO,ACERO,NO,COMPRADO,COMPRADO,COMPRADO,28000,50,NO,,,,0,1,150.0,160.0,SOPORTE,,,,,,,,,,,,,,,,,,,,
223837,70125A0320P698,70125A0320P698,,5,140,,,CILINDRO 70125A0320P698,CILINDRO 70125A0320P,,1,2,,,23/07/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ALUMINIO,ACERO,F-2111,MP,MP,MP,16500,70,12,1,1,1,0,1,320.0,125.0,FUELLE,CONTRATUERCA,VARILLA,SOPORTE,,FUELLE,ARTICULACION MACHO,ROTULA,,,,,,,,,,,,,
223845,78080A0200P691,78080A0200P691,,5,140,,,CIL 78080A0200P691,CIL 78080A0200P691,,1,2,,,27/07/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ALUMINIO,ACERO,F-2111,NO,NO,NO,80,40,10,NO,NO,NO,0,0,200.0,80.0,FUELLE,SOPORTE,,BRIDA,,,,,,,,,,,,,,,,1.0,
223868,70160A0320P699,70160A0320P699,,5,140,,,CILINDRO 70160A0320P699,CILINDRO 70160A0320P,,1,2,,,02/08/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ALUMINIO,ALUMINIO,F-2111,MP,MP,MP,160,40,16,1,1,1,0,1,320.0,160.0,CONTRATUERCA,SOPORTE,CAMISA,FUELLE,PISTON,ROTULA,SOPORTE,FUELLE,TAPA GUIA,,TAPA TRAS,VASTAGO,VARILLA,VASTAGO,,,,,,,
223876,20350N0600P703,20350N0600P703,,5,140,,,CILINDRO 20350N0600P703,CILINDRO 20350N0600P,,1,2,,,03/08/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,COMPRADO,ACERO,NO,ACERO,COMPRADO,COMPRADO,,60,NO,28800,,,0,0,600.0,,SOPORTE,,,,,,,,,,,,,,,,,,,,
223897,70200A0270P704,70200A0270P704,,5,140,,,CILINDRO 70200A0270P704,CILINDRO 70200A0270P,,1,2,,,05/08/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ACERO,ACERO,F-2111,COMPRADO,ACERO,ACERO,1000,40,16,,1,6024375,1,1,270.0,200.0,CONTRATUERCA,,,,,,,,,,,,,,,,,,,,
223904,70200A0110P705,70200A0110P705,,5,140,,,CILINDRO 70200A0110P705,CILINDRO 70200A0110P,,1,2,,,05/08/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ACERO,ACERO,F-2111,COMPRADO,ACERO,ACERO,1000,40,16,,3543750,6024375,1,1,110.0,200.0,CONTRATUERCA,,,,,,,,,,,,,,,,,,,,
223910,20100A0200P707,20100A0200P707,,5,140,,,CILINDRO 20100A0200P707,CILINDRO 20100A0200P,,1,2,,,24/08/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ALUMINIO,ACERO,F-2111,MP,MP,MP,100,30,10,1,1,1,0,0,200.0,100.0,CONTRATUERCA,ROTULA,,,,,,,,,,,,,,,,,,,
223936,20160A0480P216,20160A0480P216,,5,140,,,CILINDRO 20160A0480P216,CILINDRO 20160A0480P,,1,2,,,02/09/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ACERO,ACERO,F-2111,MP,MP,MP,640,40,16,1,1,1,0,0,480.0,160.0,ZUNCHO,,,,,,,,,,,,,,,,,,,,
223940,20350A0400P701,20350A0400P701,,5,140,,,CILINDRO 20350A0400P701,CILINDRO 20350A0400P,,1,2,,,02/09/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,PERFORADA,ACERO,NO,ACERO,COMPRADO,COMPRADO,123648,60,NO,28800,,,0,0,400.0,350.0,SOPORTE,,,,,,,,,,,,,,,,,,,,
223943,20160A0275P709,20160A0275P709,,5,140,,,CILINDRO 20160A0275P709,CILINDRO 20160A0275P,,1,2,,,03/09/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ACERO,COMPRADO,F-2111,MP,MP,MP,640,40,16,1,1,1,0,0,275.0,160.0,CONTRATUERCA,HORQUILLA,,ARTICULACION HEMBRA,,BULON,BULON,,,,,,,,,,,,,,
223944,20125A0280P710,20125A0280P710,,5,140,,,CILINDRO 20125A0280P710,CILINDRO 20125A0280P,,1,2,,,03/09/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ACERO,ACERO,F-2111,MP,MP,MP,375,30,12,1,1,1,0,0,280.0,125.0,CONTRATUERCA,HORQUILLA,,BULON,,ZUNCHO,,,,,,,,,,,,,,,
223945,20125A0110P711,20125A0110P711,,5,140,,,CILINDRO 20125A0110P711,CILINDRO 20125A0110P,,1,2,,,03/09/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ACERO,ACERO,F-2111,MP,MP,MP,375,30,12,1,1,1,0,0,110.0,125.0,CONTRATUERCA,HORQUILLA,,ARTICULACION HEMBRA,,BULON,BULON,,,,,,,,,,,,,,
223973,20100A0800P714,20100A0800P714,,5,140,,,CILINDRO 20100A0800P714,CILINDRO 20100A0800P,,1,2,,,08/09/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ALUMINIO,ACERO,F-2111,MP,MP,MP,100,30,10,1,1,1,0,0,800.0,100.0,CONTRATUERCA,,,,,,,,,,,,,,,,,,,,
223983,80080A0150P712,80080A0150P712,,5,140,,,CIL 80080A0150P712,CIL 80080A0150P712,,1,2,,,14/09/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ALUMINIO,ACERO,F-2111,NO,NO,NO,80,25,10,NO,NO,NO,0,0,150.0,80.0,ARTICULACION MACHO,,VARILLA,,,,,,,,,,,,,,,,,1.0,
223990,20100A0240P600,20100A0240P600,,5,140,,,CIL 20100A0240P600,CIL 20100A0240P600,,1,2,,,15/09/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ACERO,ACERO,F-2111,MP,ACERO,MP,300,30,10,1,360000,1,0,1,240.0,100.0,CONTRATUERCA,,,,,,,,,,,,,,,,,,,,
224010,70125A0650P715,70125A0650P715,,5,140,,,CILINDRO 70125A0650P715,CILINDRO 70125A0650P,,1,2,,,17/09/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ALUMINIO,ACERO,F-2111,MP,MP,MP,16500,32,12,1,1,1,0,0,650.0,125.0,CONTRATUERCA,HORQUILLA,VARILLA,SOPORTE,,,,,,,,,,,,,,,,,
224012,70250A0230P716,70250A0230P716,,5,140,,,CILINDRO 70250A0230P716,CILINDRO 70250A0230P,,1,2,,,17/09/2004 0:00,,,,,1.0,1.0,57.0,2.0,,4.0,,,,,,,,,N,S,,,,Medidas: 730 x 275 x 275 mm,,,,2,1,,1.0,N,1.0,,,,,ALUMINIO,ACERO,COMPRADO,MP,MP,MP,250,50,20,1,1,1,1,1,230.0,250.0,CONTRATUERCA,ARTICULACION HEMBRA,VARILLA,,,,,,,,,,,,,,,,,,
224032,ES100A0630P718,ES100A0630P718,,5,140,,,CILINDRO ES100A0630P718,CILINDRO ES100A0630P,,1,2,,,22/09/2004 0:00,,,,,1.0,1.0,34.0,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ACERO,ACERO,F-2111,ACERO,ACERO,ACERO,300,45,10,4200,6000,12000,1,1,630.0,100.0,CONTRATUERCA,ROTULA,,ROTULA,,,,,,,,,,,,,,,,,
224051,80080A0025P702,80080A00225P702,,5,140,,,CILINDRO 80080A0025P702,CILINDRO 80080A0025P,,1,2,,,23/09/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ALUMINIO,ACERO,F-2111,NO,NO,NO,80,40,10,NO,NO,NO,0,0,25.0,80.0,CONTRATUERCA,FUELLE,VARILLA,SOPORTE,,ZUNCHO,,,,,,,,,,,,,,1.0,
224131,ES100N0935P728,ES100N0935P728,,5,140,,,CILINDRO ES100N0935P728,CILINDRO ES100N0935P,,1,2,,,14/10/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ACERO,ACERO,F-2111,ACERO,NO,ACERO,300,25,10,4200,NO,16200,1,0,935.0,100.0,CONTRATUERCA,,PISTON,,VASTAGO,,,,,,,,,,,,,,,,
224149,20125A0050P723,20125A0050P723,,5,140,,,CILINDRO 20125A0050P723,CILINDRO 20125A0050P,,1,2,,,15/10/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ACERO,ACERO,F-2111,MP,MP,MP,375,30,12,1,1,1,0,0,50.0,125.0,CONTRATUERCA,BRIDA,,,,,,,,,,,,,,,,,,,
224157,84063A0100P725,84063A0100P725,,5,140,,,CIL 84063A0100P725,CIL 84063A0100P725,,1,2,,,18/10/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,NO,COMPRADO,NO,NO,NO,NO,NO,,NO,NO,NO,NO,0,0,100.0,,,,,,,,,,,,,,,,,,,,,,
224162,80050A0400P729,80050A0400P729,,5,140,,,CILINDRO 80050A0400P729,CILINDRO 80050A0400P,,1,2,,,20/10/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ALUMINIO,ALUMINIO,F-2111,NO,NO,NO,2700,6080,8,NO,NO,NO,1,0,400.0,50.0,CONTRATUERCA,FUELLE,VARILLA,SOPORTE,,SOPORTE,ARTICULACION MACHO,HORQUILLA,,,,,,,,,,,,1.0,
224206,81040A0250P736,81040A0250P736,,5,140,,,CILINDRO 81040A0250P736,CILINDRO 81040A0250P,,1,2,,,26/10/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,NO,ACERO,COMPRADO,NO,NO,NO,NO,16,,NO,NO,NO,0,0,250.0,99.0,,,VARILLA,,,,,,,,,,,,,,,,,1.0,
224214,ES050A0185P922,ES050A0185P922,,3,140,,,CILINDRO GIRATORIO ES050A0185P922,CILINDRO GIRATORIO E,,1,2,,,28/10/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ACERO,NO,F-2111,ALUMINIO,MP,NO,2750,NO,8,50,1,NO,0,1,185.0,50.0,CREMALLERA,SOPORTE,CAMISA,PIÑON,PISTON,,,,TAPA TRAS,,VARILLA,,,,,,,,,,
224221,70125A0100P741,70125A0100P741,,5,140,,,CILINDRO 70125A0100P741,CILINDRO 70125A0100P,,1,2,,,02/11/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ALUMINIO,INOX,F-2111,MP,MP,MP,16500,32,12,1,1,1,0,0,100.0,125.0,CONTRATUERCA,ROTULA,VARILLA,ROTULA,,,,,,,,,,,,,,,,,
224225,80080A0200P732,80080A0200P732,,5,140,,,CILINDRO 80080A0200P732,CILINDRO 80080A0200P,,1,2,,,02/11/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ALUMINIO,ACERO,F-2111,NO,NO,NO,80,25,10,NO,NO,NO,0,0,200.0,80.0,CONTRATUERCA,SOPORTE,VARILLA,ROTULA,,SOPORTE,,,,,,,,,,,,,,1.0,
224227,70100A0200P745,70100A0200P745,,5,140,,,CILINDRO 70100A0200P745,CILINDRO 70100A0200P,,1,2,,,03/11/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ALUMINIO,CROMADO,F-2111,MP,MP,MP,100,25,10,1,1,1,0,0,200.0,100.0,CONTRATUERCA,,VARILLA,,,,,,,,,,,,,,,,,,
224236,80050A0090P733,80050A0090P733,,5,140,,,CILINDRO 80050A0090P733,CILINDRO 80050A0090P,,1,2,,,04/11/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ALUMINIO,ACERO,F-2111,NO,NO,NO,2700,20,8,NO,NO,NO,1,0,90.0,50.0,CONTRATUERCA,HORQUILLA,VARILLA,SOPORTE,,,,,,,,,,,,,,,,1.0,
224240,20080A0380P734,20080A0380P734,,5,140,,,CILINDRO 20080A0380P734,CILINDRO 20080A0380P,,1,2,,,04/11/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ACERO,ACERO,F-2111,MP,MP,MP,240,3825,10,1,1,1,0,0,380.0,80.0,CONTRATUERCA,HORQUILLA,,BULON,,ARTICULACION HEMBRA,SOPORTE,,,,,,,,,,,,,,
224264,20160A0420P727,20160A0420P727,,5,140,,,CILINDRO 20160A0420P727,CILINDRO 20160A0420P,,1,2,,,12/11/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ACERO,ACERO,F-2111,MP,MP,MP,640,40,16,1,1,1,0,1,420.0,160.0,CONTRATUERCA,,,,,,,,,,,,,,,,,,,,
224279,70125A0070P740,70125A0070P740,,5,140,,,CILINDRO 70125A0070P740,CILINDRO 70125A0070P,,1,2,,,18/11/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ALUMINIO,INOX,F-2111,MP,MP,MP,16500,32,12,1,1,1,0,0,70.0,125.0,CONTRATUERCA,ROTULA,CAMISA,SOPORTE,VASTAGO,,,,PISTON,,TAPA GUIA,TAPA TRAS,VARILLA,PISTON,,,,,,,
224285,70200A0065P721,70200A0065P721,,5,140,,,CILINDRO 70200A0065P721,CILINDRO 70200A0065P,,1,2,,,19/11/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ALUMINIO,ACERO,F-2111,MP,MP,MP,42000,40,16,1,1,1,0,0,65.0,200.0,,,VARILLA,,,,,,,,,,,,,,,,,,
224328,70200A0600P749,70200A0600P749,,5,140,,,CILINDRO 70200A0600P749,CILINDRO 70200A0600P,,1,2,,,01/12/2004 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,NO,INOX,INOX,MP,MP,MP,NO,40,16,1,1,1,0,0,600.0,,CONTRATUERCA,ESCUADRA,VARILLA,,,,,,,,,,,,,,,,,,
