SEQ_CONJ;NIVEL_ALT;SEQ_ARTICULO;DESCRIPCION;VERIFICADO
354956;0;215479;CIL MS125A0420;s
354957;0;215484;CAMISA S/P 20.883/01;n
354958;0;215483;CIL 7025NB00P883;n
354959;0;215487;CAMISA S/P 70BA10A.C-1500;s
354960;0;215488;VASTAGO S/P 70CA10B.C-1500;n
354961;0;215489;TIRANTE S/P 70DA10A.C-1500;s
354962;0;215486;CIL A70C100A1500;n
354963;0;189744;ARTICULACION HEMBRA S/P B25.25.09;n
354964;0;215493;CIL 2012A700P886;n
354965;0;215494;VASTAGO S/P 28.10.51.LOG-1145;n
354966;0;215498;CIL A70C100A0160M;n
354967;0;215499;CIL A70C100A0025M;n
354968;0;215500;TIRANTE S/P 70DA08A.LOG-107;n
354969;0;215503;CAMISA S/P 20.079/01;n
354970;0;215504;VASTAGO S/P 20.079/02;n
354971;0;215505;CABEZA DE PISTON S/P 20.079/03;n
354972;0;215506;CASQUILLO S/P 20.079/04;n
354973;0;215507;CASQUILLO S/P 20.079/05;n
354974;0;215508;TAPA GUIA S/P 20.079/06;n
354975;0;215509;TAPA TRASERA S/P 20.079/07;n
354976;0;215510;ESCUADRA S/P 20.079/08;n
354977;0;215511;TIRANTE S/P 20.079/09;n
354978;0;215502;CIL ES20A900P079;n
354979;0;215516;VASTAGO S/P 70CB16B.C-300;n
354980;0;215514;CIL AL70B160A0300;n
354981;0;215517;TIRANTE S/P 70DA16B.LOG-216;s
354982;0;215515;CIL AL70B100A0200;n
354983;0;215518;TIRANTE S/P 70DA10A.LOG-153;s
354984;0;215217;SUBCONJUNTO ESCUADRA S/P G70AB12;n
354985;0;206499;TIRANTE S/P 29.12.LOG-219;n
354986;0;215521;TIRANTE S/P 20.887/01;n
354987;0;215520;CIL 7010A160P887;n
354988;0;215523;COMPRESOR A15E00P096;n
354989;0;215524;UNIDAD ANTIGIRO A74A08G100;n
354990;0;215526;VASTAGO S/P 74CA10A.C-100;n
354991;0;215525;UNIDAD ANTIGIRO A74A10G100;n
354992;0;215528;CAMISA S/P 27.10.C-240;s
354993;0;215527;CIL 06MS100AD0240;s
354994;0;202716;TIRANTE S/P 29.10.C-240;s
354995;0;215531;ARANDELA S/P 19-0003/01;n
354996;0;215530;MONTAJE A19E00P003;n
354998;0;193038;HORQUILLA S/P 20.105/04;n
354999;0;215539;CAMISA S/P 10.937/01;n
355000;0;215540;VASTAGO S/P 10.937/02;n
355001;0;215542;TIRANTE S/P 10.937/04;n
355002;0;215543;ARTICULACION S/P 10.937/05;n
355003;0;215538;CIL 2004A050P937;n
355004;0;215551;CIL A70C125A0820;n
355005;0;215553;VASTAGO S/P 20.888/01;n
355006;0;215552;CIL 7008A120P888;n
355009;0;189720;BRIDA S/P B25.12.04;n
355010;0;215568;JUEGO REP 30KR06;s
355011;0;215569;SUBCONJ.CABEZA DE ROTULA G30AH06;s
355012;0;215571;CABEZA DE PISTON S/P 20.893/01;s
355013;0;215572;TAPA GUIA S/P 20.893/02;s
355014;0;215573;TAPA TRASERA S/P 20.893/03;s
355015;0;215570;CIL 2010A200P893;s
355016;0;215577;CONJUNTO CABEZA  PISTON 80G26.20.03;n
355017;0;215579;TIRANTE S/P 20.889/01;n
355018;0;215580;TIRANTE S/P 20.889/02;n
355019;0;215578;CIL 2004AD200P889;n
355020;0;215582;TIRANTE S/P 20.890/01;n
355021;0;215583;TIRANTE S/P 20.890/02;n
355022;0;215581;CIL 2016AD300P890;n
355023;0;215586;VASTAGO S/P 20.891/01;n
355024;0;215585;TIRANTE S/P 20.891/02;n
355025;0;215584;CIL 2012A900P891;n
355026;0;215587;CAMISA S/P 70.27.12.C-900;n
355027;0;215589;CAMISA S/P 27.03.C-430;n
355028;0;215590;VASTAGO S/P 28.02.C-430;n
355029;0;215591;TIRANTE S/P 29.02..C-430;n
355030;0;215588;CIL MS032A0430;n
355031;0;215595;CABEZA DE PISTON S/P 20.896/01;n
355032;0;215596;TAPA GUIA S/P 20.896/02;n
355033;0;215597;TAPA TRASERA S/P 20.896/03;n
355034;0;215594;VASTAGO S/P 58.16.C-50;n
355035;0;215593;CIL 2020A050P896;n
355036;0;203352;CAMISA S/P 27.20.C- 50;s
355037;0;215605;CAMISA S/P 27.20.C-340;n
355038;0;215603;VASTAGO S/P 20.897/01;n
355039;0;215606;TIRANTE S/P 29.16.C-340;n
355040;0;215604;SOPORTE EXTREMO VASTAGO S/P 20.897/02;n
355041;0;215602;CIL 2020A340P897;n
355042;0;215610;CASQUILLO MODIFICADO DE 701204;s
355043;0;215609;TAPA GUIA S/P 20.892/02;n
355044;0;215607;CIL 7010A200P892;n
355045;0;215608;VASTAGO S/P 20.892/01;n
355046;0;215616;CIL A70C080A0780M;n
355047;0;215617;CIL A70C125A0900;n
355048;0;215620;CIL A70C125A0220;s
355049;0;215622;CALDERIN S/P 12-0365/4;n
355050;0;215621;COMPRESOR-CALDERIN A15F00P097;n
355051;0;215623;PANEL A11C00P980;n
355052;0;215624;CIL A11C00P981;n
355053;0;215626;PANEL A11C00P982;n
355054;0;215631;VASTAGO S/P 20.894/01;n
355055;0;215630;CIL 2012A555P894;n
355056;0;215635;TIRANTE S/P 70DA08A.LOG-48;n
355057;0;215636;TIRANTE S/P 70DA08A.LOG-172;n
355058;0;215634;CIL A70C080A0125;n
355059;0;215637;CIL 06LS125AD0200;n
355060;0;215643;CAMISA S/P 20.898/01;n
355061;0;215644;VASTAGO S/P 20.898/02;n
355062;0;215642;CIL 2035A550P898;n
355069;0;215662;VASTAGO S/P 20.899/01;n
355070;0;215663;TAPA GUIA S/P 20.899/03;n
355071;0;215661;CIL 2008A175P899;n
355072;0;215665;PANEL A11C00P983;n
355073;0;215667;MOTOR S/P 15-0099/1;n
355074;0;215666;EJE ROTOR A15F00P099;n
355075;0;215707;CAMISA S/P 30BA10A.C-90;n
355076;0;215708;VASTAGO S/P 30CA10A.C-90;n
355077;0;215709;TIRANTE S/P 30DA10A.LOG-87;n
355078;0;215710;TIRANTE S/P 30DA10A.LOG-223;n
355079;0;215706;CIL A30A100A0090;n
355080;0;215714;SUBCONJ.SOPORTE ZUNCHO G30AF10;n
355081;0;215719;PLACA BASE S/P 15-0098/03;n
355082;0;215718;MONTAJE A15F00P098;n
355083;0;210685;ART. HEMBRA   30AD05;s
355084;0;215724;SUBCONJ.ARTICULACION HEMBRA G30AD05;s
355085;0;215729;SUBCONJ.HORQUILLA G30AG05;s
355086;0;215721;CAMISA S/P 30BA05A.C-80;s
355087;0;215722;VASTAGO S/P 30CA05A.C-80;s
355088;0;215723;TIRANTE S/P 30DA05A.C-80;s
355089;0;215720;CIL A30A050A0080;s
355090;0;215732;CAMISA S/P 27.06.C-184;n
355091;0;215734;CIL 2008A150P900;n
355092;0;215735;CAMISA S/P 10.856/01;n
355093;0;215737;VASTAGO S/P 70CA06A.C-100;n
355094;0;215736;UNIDAD ANTIGIRO A74A06G100;n
355095;0;215739;CONJUNTO TAPA GUIA G20.330/06;n
355096;0;215740;CONJUNTO TAPA TRASERA G20.330/07;n
355097;0;215747;CAMISA S/P 27.16.C-255;n
355098;0;215748;VASTAGO S/P 28.16.C-255;n
355099;0;215749;TIRANTE S/P 29.16.C-255;n
355100;0;215746;CIL MS160A0255;n
355101;0;215752;VASTAGO S/P 28.25.C-260;n
355102;0;215750;CIL 70MS250A0260;n
355103;0;215751;CAMISA S/P 70.27.25.C-260;n
355104;0;215757;JUEGO REP KR16P622;s
355105;0;215758;CIL 50MS160A0100;s
355106;0;215767;JUEGO REP A70KR20/50;n
355107;0;215781;CAMISA S/P 70BD20A.C-275;n
355108;0;215782;VASTAGO S/P 70CA20B.C-275;n
355109;0;215776;CABEZA DE PISTON S/P 20.902/01;n
355110;0;215777;TAPA GUIA S/P 20.902/02;n
355111;0;215778;TAPA TRASERA S/P 20.902/03;n
355112;0;215779;TIRANTE S/P 20.902/04;n
355113;0;215780;TIRANTE S/P 20.902/05;n
355114;0;215775;CIL 7020A275P902;n
355115;0;215784;TIRANTE S/P 29.16.LOG-284;s
355116;0;215785;TIRANTE S/P 29.16.LOG-380;s
355117;0;215783;CIL 06LS200AD0400M;n
355118;0;215786;CIL LS063A0075M;s
355119;0;215790;CAMISA S/P 20.901/01;n
355120;0;215791;VASTAGO S/P 20.901/02;n
355121;0;215792;CABEZA DE PISTON S/P 20.901/03;n
355122;0;215793;TAPA GUIA S/P 20.901/04;n
355123;0;215794;TAPA TRASERA S/P 20.901/05;n
355124;0;215795;TIRANTE S/P 20.901/06;n
355125;0;215796;CASQUILLO S/P 20.901/07;n
355126;0;215789;CIL ES16A660P901;n
355127;0;215803;TIRANTE S/P 29.04.C-30;n
355128;0;215805;SOPORTE ROTULA S/P 20.903/01;n
355129;0;215804;CIL 7020A500P903;n
355130;0;215808;CIL 2A30A06A125;n
355131;0;215809;TIRANTE S/P 30DA06A.C-370;n
355132;0;215811;CIL 80MS100A0450;s
355133;0;215813;COMPRESOR A15F00P100;n
355134;0;215814;CIL A70C063A0350;n
355135;0;215815;CIL A70C100A0080;s
355136;0;215816;CAMISA S/P 70BA20A.C-1300;n
355137;0;215818;PANEL A11F00P987;n
355138;0;215819;PANEL A11F00P988;n
355139;0;215820;PANEL A11F00P989;n
355140;0;215821;PANEL A11F00P986;n
355141;0;215826;PANEL A11E00P984;n
355142;0;215827;PANEL A11E00P985;n
355143;0;215833;CIL LS063A0900M;s
355144;0;215835;TIRANTE S/P 70DA10A.LOG-306;n
355145;0;215837;PANEL A11F00P994;n
355146;0;215838;PANEL A11F00P995;n
355147;0;215839;PANEL A11F00P996;n
355148;0;215850;CAMISA S/P 10.657/01;s
355149;0;215851;VASTAGO S/P 10.657/02;s
355150;0;215852;CABEZA DE PISTON S/P 10.657/03;s
355151;0;215854;TAPA GUIA S/P 10.657/05;n
355152;0;215856;SOPORTE CENTRAL S/P 10.657/8;s
355153;0;215858;TIRANTE S/P 10.657/10;s
355154;0;215859;TIRANTE S/P 10.657/11;s
355155;0;215849;CIL ES20A285P657;n
355156;0;215866;VASTAGO S/P 20.907/01;n
355157;0;215865;CIL 2010A200P907;n
355158;0;215868;VASTAGO S/P 20.908/01;n
355159;0;215867;CIL 2016A300P908;n
355160;0;215876;CAMISA S/P 27.16.C-650;n
355161;0;215870;VASTAGO S/P 20.906/01;n
355162;0;215871;CABEZA DE PISTON S/P 20.906/02;n
355163;0;215872;TAPA GUIA S/P 20.906/03;n
355164;0;215874;CASQUILLO S/P 20.906/05;n
355165;0;215875;CASQUILLO S/P 20.906/06;n
355166;0;215869;CIL 2016AT300P906;n
355167;0;215877;CIL LS100A0350M;n
355168;0;215878;CIL LS100A0400M;n
355169;0;215894;VASTAGO S/P 58.06.C-200;s
355170;0;215893;CIL 2006A200P905;n
355171;0;215895;SOPORTE BASE S/P 20.905/01;n
355172;0;215900;VASTAGO S/P 20.904/02;n
355173;0;215901;CABEZA DE PISTON S/P 20.904/03;n
355174;0;215902;TAPA GUIA S/P 20.904/04;n
355175;0;215899;CAMISA S/P 20.904/01;n
355176;0;215898;CIL 7025A120P904;n
355177;0;215909;CUBIERTA EXT.INSONORIZ.S/P 15-0101/01;n
355178;0;215910;PLACA BASE S/P 15-0101/02;n
355179;0;215908;COMPRESOR A15G00P101;n
355180;0;215912;COMPRESOR A15G00P102;n
355181;0;215915;CAMISA S/P 20.909/01;n
355182;0;215916;VASTAGO S/P 20.909/02;n
355183;0;215917;CABEZA DE PISTON S/P 20.909/03;n
355184;0;215918;TAPA GUIA S/P 20.909/04;n
355185;0;215919;TIRANTE S/P 20.909/05;n
355186;0;215920;TUERCA TIRANTE S/P 20.909/06;n
355187;0;215921;CIL ES08N600P909;n
355188;0;215922;CIL 2016A200P908;n
355189;0;215923;CIL 70MS200A0210;n
355190;0;215924;CAMISA S/P 70.27.20.C-210;n
355191;0;215926;VASTAGO S/P 20.911/01;n
355192;0;215927;TIRANTE S/P 20.911/02;n
355193;0;203349;CAMISA S/P 27.16.C- 25;s
355194;0;215925;CIL 2016A025P911;n
355195;0;215929;CABEZA DE PISTON S/P 20.382/01;n
355196;0;215928;CIL A2016D96P382;n
355209;0;215942;CAMISA S/P 20.912/01;n
355210;0;215943;VASTAGO S/P 20.912/02;n
355211;0;215945;TIRANTE S/P 20.912/04;n
355212;0;215941;CIL ES12A240P912;n
355213;0;215955;CIL AA70C100A0400;n
355214;0;215957;CAMISA S/P 70BA05A.C-1300;n
355215;0;215958;VASTAGO S/P 70CA05A.C-1300;n
355216;0;215959;TIRANTE S/P 20.913/01;n
355217;0;215960;TIRANTE S/P 20.913/02;n
355218;0;215956;CIL 7005AD00P913;n
355229;0;215982;TIRANTE S/P 29.08.C-160;n
355230;0;215983;CIL MS063A0075M;s
355231;0;215989;VASTAGO S/P 28.10.C-108;n
355232;0;215990;TIRANTE S/P 29.10.C-108;n
355233;0;215988;CIL MS100A0108;n
355234;0;215994;CAMISA S/P 20.914/01;n
355235;0;215995;VASTAGO S/P 20.914/02;n
355236;0;215996;CABEZA DE PISTON S/P 20.914/03;n
355237;0;215997;TAPA GUIA S/P 20.914/04;n
355238;0;215998;TAPA TRASERA S/P 20.914/05;n
355239;0;215999;TIRANTE S/P 20.914/06;n
355240;0;216000;TIRANTE S/P 20.914/07;n
355241;0;200867;CASQUILLO AMORT.DEL.S/P 20.654/08;s
355242;0;216001;ZUNCHO S/P 20.914/08;n
355243;0;215993;CIL ES16A260P914;n
355244;0;216010;VASTAGO S/P 20.915/01;n
355245;0;216011;TIRANTE S/P 20.915/02;n
355246;0;216012;TIRANTE S/P 20.915/03;n
355247;0;216009;CIL 2010A100P915;n
355249;0;216022;CAMISA S/P 27.16.C-325;s
355250;0;216023;VASTAGO S/P 28.16.C-325;s
355251;0;216024;TIRANTE S/P 29.16.C-325;s
355252;0;216021;CIL MS160A0325;s
355269;0;216046;CIL LS100A0250;s
355270;0;216047;TIRANTE S/P 20.886/01;n
355271;0;216052;CAMISA S/P 27.20.C-855;n
355272;0;216053;VASTAGO S/P 28.16.C-855;n
355273;0;216054;TIRANTE S/P 29.16.C-855;n
355274;0;216051;CIL MS200A0855;n
355275;0;216055;CIL 7020A350P916;n
355276;0;216057;TIRANTE S/P 20.916/01;n
355277;0;216060;TIRANTE S/P 20.916/04;n
355278;0;216062;TIRANTE S/P 20.917/01;n
355279;0;216056;CIL 7016A100P917;n
355289;0;216088;CIL A70C125A1000M;n
355290;0;213630;TIRANTE S/P 70DA12A.C-1000;n
355291;0;216090;CAMISA S/P 27.12.C-1900;n
355292;0;216091;VASTAGO S/P 28.10.C-1900;n
355293;0;216092;TIRANTE S/P 29.12.C-1900;n
355294;0;216089;CIL MS125A1900;n
355295;0;216093;CIL A70C100A0500;s
355296;0;216083;JUEGO REP 70KR20/50;n
355297;0;216095;CAMISA S/P 70BA20A.C-165;n
355298;0;216096;VASTAGO S/P 70CA20B.C-165;n
355299;0;216097;TIRANTE S/P 20.918/01;n
355300;0;216098;TIRANTE S/P 20.918/02;n
355301;0;216094;CIL 7020A165P918;n
355302;0;216100;CAMISA S/P 70BA20A.C-255;n
355303;0;216101;VASTAGO S/P 70CA20B.C-255;n
355304;0;216102;TIRANTE S/P 20.919/01;n
355305;0;216103;TIRANTE S/P 20.919/02;n
355306;0;216099;CIL 7020A255P919;n
355307;0;216104;JUEGO REP KR08P899;n
355308;0;216106;CAMISA S/P 20.920/01;n
355309;0;216107;VASTAGO S/P 20.920/02;n
355310;0;216109;BRIDA S/P 20.920/04;n
355311;0;216105;CIL 2020A150P920;n
355312;0;216112;VASTAGO S/P 20.922/01;n
355313;0;216111;CIL 2016A500P922;n
355314;0;216113;CIL 7006A200P921;n
355315;0;216115;TIRANTE S/P 70DA10A.LOG-178;n
355316;0;216114;CIL A70C100A0250;s
355317;0;216117;TIRANTE S/P 29.16.LOG-415;n
355318;0;216116;CIL 80LS200A0600;n
355319;0;216119;TIRANTE S/P 20.923/01;n
355320;0;216120;TIRANTE S/P 20.923/02;n
355321;0;216118;CIL 2016A300P923;n
355322;0;216122;VARILLAS S/P 20.924/01;s
355323;0;216123;TIRANTE S/P 20.924/02;s
355324;0;216121;CIL 2012A200P924;s
355325;0;216126;COMPRESOR  A15J00P103;n
355326;0;216129;ESCUADRA S/P 20.330/08;s
355327;0;216130;PANEL A11J00P006;n
355328;0;216136;PANEL A11J00P003;n
355329;0;216137;PANEL A11J00P007;n
355330;0;216142;CAMISA S/P 20.926/01;n
355331;0;216143;CABEZA DE PISTON S/P 20.926/02;n
355332;0;216144;TAPA GUIA S/P 20.926/03;n
355333;0;216145;TAPA TRASERA S/P 20.926/04;n
355334;0;216146;TIRANTE S/P 20.926/05;n
355335;0;216147;TIRANTE S/P 20.926/06;n
355336;0;216141;CIL 7010A500P926;n
355337;0;216152;CAMISA S/P 20.928/01;n
355338;0;216153;VASTAGO S/P 20.928/02;n
355339;0;216154;TIRANTE S/P 20.928/03;n
355340;0;216151;CIL ES15A230P928;n
355341;0;216159;CAMISA S/P 20.927/01;n
355342;0;216160;VASTAGO S/P 20.927/02;n
355343;0;216161;CABEZA DE PISTON S/P 20.927/03;n
355344;0;216162;TAPA GUIA S/P 20.927/04;n
355345;0;216163;TAPA TRASERA S/P 20.927/05;n
355346;0;216165;TIRANTE S/P 20.927/06;n
355347;0;216164;TIRANTE S/P 20.927/07;n
355348;0;216166;MUÑON S/P 20.927/08;n
355349;0;216158;CIL ES16A420P927;n
355350;0;216172;TAPA GUIA S/P 20.925/01;n
355351;0;216173;TAPA TRASERA S/P 20.925/02;n
355352;0;216174;TIRANTE S/P 20.925/03;n
355353;0;216171;CIL ES12N450P925;n
355354;0;216177;PANEL A11J00P004;n
355355;0;216183;CAMISA S/P 20.930/01;n
355356;0;216184;VASTAGO S/P 20.930/02;n
355357;0;216185;CABEZA DE PISTON S/P 20.930/03;n
355358;0;216188;TIRANTE S/P 20.930/06;n
355359;0;216182;CIL ES06N460P930;n
355360;0;216189;ARMARIO A11J00P005;n
355361;0;216191;TIRANTE S/P 20.929/01;s
355362;0;216190;CIL 2006AB00P929;s
355369;0;216202;TIRANTE S/P 70DA10A.LOG-328;n
355370;0;216203;TIRANTE S/P 70DA10A.LOG-778;n
355371;0;216201;CIL AA70C100A1000;n
355372;0;216206;CAMISA S/P 27.06.C-1500;s
355373;0;216207;VASTAGO S/P 28.06.C-1500;n
355374;0;216208;VASTAGO S/P 48.06.C-1500;s
355375;0;216209;VARILLAS S/P 49.06.C-1500;s
355376;0;216204;CIL 2006AF00P931;n
355377;0;216210;COMPRESOR A15E99P104;n
355378;0;216213;CABEZA DE PISTON S/P 20.933/04;n
355379;0;216214;TAPA GUIA S/P 20.933/02;n
355380;0;216215;TAPA TRASERA S/P 20.933/03;n
355381;0;216211;CIL ES25A800P933;n
355382;0;216212;CAMISA S/P 20.933/01;n
355383;0;216225;CAMISA S/P 20.932/01;n
355384;0;216226;CABEZA DE PISTON S/P 20.932/02;n
355385;0;216227;TAPA GUIA S/P 20.932/03;n
355386;0;216228;TAPA TRASERA S/P 20.932/04;n
355387;0;216229;TIRANTE S/P 20.932/05;n
355388;0;216230;BRIDA S/P 20.932/06;n
355389;0;216224;CIL 7020A200P932;n
355390;0;216233;CIL 7025A275P819;n
355391;0;216235;CIL 06LS063A0125M;n
355392;0;216236;TIRANTE S/P 29.06.LOG-192;n
355393;0;216238;TIRANTE S/P 70DA16B.LOG-572;n
355394;0;216237;CIL 7020A500P935;n
355395;0;216239;CIL A70C080A0110M;n
355396;0;216240;CAMISA S/P 70BA08A.C-110;n
355397;0;216241;VASTAGO S/P 70CA08A.C-110;n
355398;0;216242;TIRANTE S/P 70DA08A.C-110;n
355399;0;216254;VASTAGO S/P 20.934/01;s
355400;0;216255;TAPA TRASERA S/P 20.934/02;n
355401;0;216257;TORNILLO REGULACION S/P 20.934/04;n
355402;0;208960;TIRANTE S/P 29.12.C-210;n
355403;0;216253;CIL 2012A210P934;n
355404;0;216258;TIRANTE S/P 29.06.C-929;n
355405;0;216260;CIL 2012A200P941;n
355406;0;207320;TIRANTE S/P 20.069/06;n
355407;0;207321;CHARNELA S/P 20.069/07;n
355408;0;216261;CIL ES20N102P069;n
355409;0;216266;CAMISA S/P 30BA08A.C-3000;n
355410;0;216267;VASTAGO S/P 30CA08A.C-3000;n
355411;0;216268;TIRANTE S/P 30DA08A.C-3000;n
355412;0;216265;CIL A30A080A3000;n
355413;0;216272;CAMISA S/P 27.20.C-392;n
355414;0;216274;VASTAGO S/P 20.932/07;n
355415;0;216275;VASTAGO S/P 20.933/06;n
355416;0;216277;SOPORTE MOYU-FUELLE S/P 20.933/07;n
355417;0;216278;SOPORTE UNION FUELLE S/P 20.933/08;n
355418;0;216279;SOPORTE FINAL FUELLE S/P 20.933/09;n
355419;0;216285;TIRANTE S/P 29.10.LOG-153;n
355420;0;205967;TIRANTE S/P 29.12.LOG-344;n
355421;0;205968;TIRANTE S/P 29.12.LOG-469;n
355439;0;216308;CUBIERTA S/P 15-0103/01;n
355440;0;216309;CUBIERTA S/P 15-0103/02;n
355441;0;216310;CIL 2012A200P944;n
355442;0;216312;TIRANTE S/P 29.08.LOG-255;n
355443;0;216304;SOPORTE COMPRESORES S/P 20.094/01;n
355444;0;216317;CAMISA S/P 20.945/01;n
355445;0;216318;VASTAGO S/P 20.945/02;s
355446;0;216319;TIRANTE S/P 20.945/03;n
355447;0;216320;TIRANTE S/P 20.945/04;n
355448;0;216322;CAMISA S/P 20.946/01;n
355449;0;216323;VASTAGO S/P 20.946/02;n
355450;0;216324;VARILLAS S/P 20.946/03;n
355451;0;216325;TIRANTE S/P 20.946/04;n
355452;0;216327;CAMISA S/P 20.947/01;n
355453;0;216328;VASTAGO S/P 20.947/02;n
355454;0;216329;TIRANTE S/P 20.947/03;n
355455;0;216330;TIRANTE S/P 20.947/04;n
355456;0;216316;CIL 2016N310P945;n
355457;0;216321;CIL 2016N125P946;n
355458;0;216326;CIL 2016N280P947;n
355459;0;216331;TIRANTE S/P 70DA16B.C-338;n
355460;0;216333;JUEGO REP 26.16.40;n
355461;0;216334;CIL A70C080A0400M;n
355462;0;216336;TIRANTE S/P 20.948/01;n
355463;0;216337;CABEZA DE PISTON S/P 20.948/02;n
355464;0;216335;CIL 2008AD200P948;n
355465;0;216338;CAMISA S/P 17.20.C-57;n
355466;0;216339;CIL 70MS200N0500;n
355467;0;216340;CIL ES12A450P925;n
355468;0;216341;PANEL A11J00P008;n
355469;0;216343;CAMISA S/P 20.936/01;s
355470;0;216344;VASTAGO S/P 20.936/02;s
355471;0;216345;TAPA GUIA S/P 20.936/03;s
355472;0;216346;TAPA TRASERA S/P 20.936/04;n
355473;0;216347;TIRANTE S/P 20.936/05;s
355474;0;216348;CASQUILLO S/P 20.936/06;s
355475;0;216349;CHARNELA S/P 20.936/07;n
355476;0;216342;CIL ES16A130P936;s
355477;0;216353;CAMISA S/P 20.940/01;n
355478;0;216354;VASTAGO S/P 20.940/02;n
355479;0;216355;TAPA TRASERA S/P 20.940/03;n
355480;0;216356;TIRANTE S/P 20.940/04;n
355481;0;216357;TIRANTE S/P 20.940/05;n
355482;0;216358;ZUNCHO S/P 20.940/06;n
355483;0;216352;CIL ES16A095P940;n
355484;0;216362;CAMISA S/P 20.937/01;n
355485;0;216363;VASTAGO S/P 20.937/02;n
355486;0;216364;TAPA GUIA S/P 20.937/03;n
355487;0;216365;TAPA TRASERA S/P 20.937/04;n
355488;0;216367;CASQUILLO S/P 20.937/05;n
355489;0;216366;TIRANTE S/P 20.937/06;n
355490;0;216361;CIL ES12A080P937;n
355491;0;216370;CAMISA S/P 20.938/01;n
355492;0;216371;VASTAGO S/P 20.938/02;n
355493;0;216372;CABEZA DE PISTON S/P 20.938/03;n
355494;0;216373;TAPA GUIA S/P 20.938/04;n
355495;0;216374;TAPA TRASERA S/P 20.938/05;n
355496;0;216376;CASQUILLO S/P 20.938/06;n
355497;0;216375;TIRANTE S/P 20.938/07;n
355498;0;216369;CIL ES20A300P938;n
355499;0;216382;CAMISA S/P 20.939/01;n
355500;0;216383;VASTAGO S/P 20.939/02;n
355501;0;216384;TAPA GUIA S/P 20.939/03;n
355502;0;216385;TAPA TRASERA S/P 20.939/04;n
355503;0;216386;TIRANTE S/P 20.939/05;n
355504;0;216381;CIL ES12A230P939;n
355505;0;216395;CIL MS200N0500;n
355506;0;216399;CAMISA S/P 20.942/01;n
355507;0;216400;VASTAGO S/P 20.942/02;n
355508;0;216401;CABEZA DE PISTON S/P 20.942/03;n
355509;0;216402;TAPA GUIA S/P 20.942/04;n
355510;0;216403;TAPA TRASERA S/P 20.942/05;n
355511;0;216404;TIRANTE S/P 20.942/06;n
355512;0;216398;CIL ES08A050P942;n
355513;0;216414;TIRANTE S/P 70DA16B.C-357;n
355514;0;216429;JUEGO REP KR12P404;n
355515;0;216416;CAMISA S/P 20.949/01;n
355516;0;216417;VASTAGO S/P 20.949/02;n
355517;0;216418;CABEZA DE PISTON S/P 20.949/03;n
355518;0;216419;TAPA GUIA S/P 20.949/04;n
355519;0;216420;TAPA TRASERA S/P 20.949/05;n
355520;0;216423;CAMISA S/P 20.949/08;n
355521;0;216424;ESCUADRA S/P 20.949/09;n
355522;0;216415;CIL ES05N100P949;n
355523;0;216440;CIL 7020A290P954;n
355524;0;216442;CAMISA S/P 70BA20A.C-290;n
355525;0;216443;VASTAGO S/P 70CA20B.C-290;n
355526;0;216444;TIRANTE S/P 70DA16B.C-290;n
355527;0;216441;CIL 7012A090P955;n
355528;0;216445;TIRANTE S/P 70DA12A.LOG-150;n
355529;0;216447;CAMISA S/P 27.06.C-42;n
355530;0;216448;VASTAGO S/P 20.957/01;n
355531;0;216449;TIRANTE S/P 20.957/02;n
355532;0;216450;VASTAGO S/P 20.957/03;n
355533;0;216451;CAMISA S/P 27.06.C-21;n
355534;0;216446;CIL 2006N042P957;n
355553;0;216469;CIL 2010A200P956;n
355554;0;200634;CIL A70C063A0250;n
355555;0;216477;CAMISA S/P 10.540/01;n
355556;0;216478;VASTAGO S/P 10.540/02;n
355557;0;216479;CABEZA DE PISTON S/P 10.540/03;n
355558;0;216480;TAPA GUIA S/P 10.540/04;n
355559;0;216481;TAPA TRASERA S/P 10.540/05;n
355560;0;216482;TIRANTE S/P 10.540/06;n
355561;0;216476;CIL ES16N200P540;n
355562;0;200610;CIL A70C050A0160;s
355563;0;216488;VASTAGO S/P 20.958/01;n
355564;0;216489;TAPA TRASERA S/P 20.958/02;n
355565;0;216491;TAPA GUIA S/P 10.569/04;n
355566;0;216487;CIL ES30N300P958;n
355567;0;216504;CIL MS063A0090;n
355568;0;216505;TIRANTE S/P 29.06.C-90;n
355569;0;216518;CAMISA S/P 20.959/01;s
355570;0;216519;VASTAGO S/P 20.959/02;s
355571;0;216520;CABEZA DE PISTON S/P 20.959/03;s
355572;0;216521;TAPA GUIA S/P 20.959/04;s
355573;0;216522;TAPA TRASERA S/P 20.959/05;s
355574;0;216523;TIRANTE S/P 20.959/06;s
355575;0;216517;CIL ES12A076P959;s
355576;0;216538;VASTAGO S/P 20.952/02;s
355577;0;216539;CABEZA DE PISTON S/P 20.952/03;s
355578;0;216540;TAPA GUIA S/P 20.952/04;s
355579;0;216541;TAPA TRASERA S/P 20.952/05;s
355580;0;216543;CASQUILLO S/P 20.952/07;s
355581;0;216536;CIL ES25A660P952;n
355582;0;216550;PLACA BASE S/P 15-0105/01;n
355583;0;216560;MONTAJE VESTA REF.ES32A080P961;n
355584;0;216574;VASTAGO S/P 20.962/01;n
355585;0;216573;CIL 2006A200P962;n
355586;0;216575;CONJUNTO COMPRESOR-CALDERIN A15K00P107;n
355587;0;216563;CAMISA S/P 20.960/01;n
355588;0;216564;VASTAGO S/P 20.960/02;n
